min_consecutive_limit_up,min_entity_board_ratio,pullback_ratio_min,pullback_ratio_max,volume_shrink_ratio,volume_shrink_ratio_min,take_profit,stop_loss,hold_days,require_oversold,require_low_close,win_rate,avg_return,total_return,signal_count,profit_factor,sharpe,sortino,score
2,0.5,0.1,0.2,0.3,0.0,0.05,-0.05,7,False,False,0.3036,0.0072,0.4496,56,4.52,3.54,5.0,0.5414
2,0.5,0.1,0.2,0.3,0.05,0.05,-0.05,7,False,False,0.3036,0.0072,0.4496,56,4.52,3.54,5.0,0.5414
2,0.3,0.1,0.2,0.3,0.05,0.05,-0.05,7,False,False,0.3036,0.0072,0.4496,56,4.52,3.54,5.0,0.5414
2,0.3,0.1,0.15,0.5,0.0,0.05,-0.07,5,False,False,0.2946,0.0059,0.8121,112,4.13,2.69,5.0,0.5413
2,0.3,0.1,0.15,0.5,0.05,0.05,-0.07,5,False,False,0.2946,0.0059,0.8121,112,4.13,2.69,5.0,0.5413
2,0.5,0.1,0.15,0.5,0.05,0.05,-0.07,5,False,False,0.2946,0.0059,0.8121,112,4.13,2.69,5.0,0.5413
2,0.5,0.1,0.15,0.5,0.0,0.05,-0.07,5,False,False,0.2946,0.0059,0.8121,112,4.13,2.69,5.0,0.5413
2,0.5,0.1,0.15,0.4,0.05,0.07,-0.1,5,False,False,0.2105,0.01,1.029,76,12.14,4.37,5.0,0.5411
2,0.5,0.08,0.25,0.4,0.05,0.05,-0.05,3,False,False,0.2353,0.0051,1.2117,170,5.81,2.69,5.0,0.5411
2,0.3,0.1,0.15,0.3,0.05,0.07,-0.05,7,False,False,0.2632,0.011,0.4778,38,7.32,4.6,5.0,0.5411
2,0.3,0.1,0.15,0.4,0.05,0.07,-0.1,5,False,False,0.2105,0.01,1.029,76,12.14,4.37,5.0,0.5411
2,0.5,0.1,0.15,0.3,0.05,0.07,-0.05,7,False,False,0.2632,0.011,0.4778,38,7.32,4.6,5.0,0.5411
2,0.3,0.08,0.25,0.4,0.0,0.05,-0.05,3,False,False,0.2353,0.0051,1.2117,170,5.81,2.69,5.0,0.5411
2,0.5,0.1,0.15,0.4,0.0,0.07,-0.1,5,False,False,0.2105,0.01,1.029,76,12.14,4.37,5.0,0.5411
2,0.3,0.08,0.25,0.4,0.05,0.05,-0.05,3,False,False,0.2353,0.0051,1.2117,170,5.81,2.69,5.0,0.5411
2,0.5,0.08,0.25,0.4,0.0,0.05,-0.05,3,False,False,0.2353,0.0051,1.2117,170,5.81,2.69,5.0,0.5411
2,0.3,0.1,0.15,0.3,0.0,0.07,-0.05,7,False,False,0.2632,0.011,0.4778,38,7.32,4.6,5.0,0.5411
2,0.5,0.1,0.15,0.3,0.0,0.07,-0.05,7,False,False,0.2632,0.011,0.4778,38,7.32,4.6,5.0,0.5411
2,0.3,0.1,0.15,0.4,0.0,0.07,-0.1,5,False,False,0.2105,0.01,1.029,76,12.14,4.37,5.0,0.5411
2,0.5,0.08,0.25,0.5,0.0,0.05,-0.05,5,False,False,0.3388,0.0053,2.1002,245,2.87,2.24,5.0,0.5407
2,0.5,0.08,0.25,0.5,0.05,0.05,-0.05,5,False,False,0.3388,0.0053,2.1002,245,2.87,2.24,5.0,0.5407
2,0.3,0.05,0.12,0.3,0.05,0.05,-0.1,7,False,False,0.3721,0.0107,0.5327,43,4.23,4.45,3.0,0.5405
2,0.5,0.05,0.12,0.3,0.05,0.05,-0.1,7,False,False,0.3721,0.0107,0.5327,43,4.23,4.45,3.0,0.5405
2,0.5,0.05,0.12,0.3,0.0,0.05,-0.1,7,False,False,0.3721,0.0107,0.5327,43,4.23,4.45,3.0,0.5405
2,0.3,0.05,0.12,0.3,0.0,0.05,-0.1,7,False,False,0.3721,0.0107,0.5327,43,4.23,4.45,3.0,0.5405
2,0.5,0.1,0.25,0.5,0.05,0.07,-0.07,5,False,False,0.2181,0.0067,2.0127,188,6.42,2.63,5.0,0.5404
2,0.3,0.1,0.2,0.5,0.05,0.05,-0.05,3,False,False,0.2424,0.0052,1.1683,165,5.49,2.65,5.0,0.5404
2,0.3,0.1,0.2,0.5,0.0,0.05,-0.05,3,False,False,0.2424,0.0052,1.1683,165,5.49,2.65,5.0,0.5404
2,0.5,0.1,0.25,0.5,0.0,0.07,-0.07,5,False,False,0.2181,0.0067,2.0127,188,6.42,2.63,5.0,0.5404
2,0.5,0.1,0.2,0.4,0.0,0.07,-0.1,5,False,False,0.1983,0.0091,1.6562,116,11.71,3.91,4.12,0.54
2,0.5,0.08,0.15,0.5,0.05,0.05,-0.05,7,False,False,0.3905,0.0052,1.0924,169,2.15,2.02,5.0,0.54
2,0.5,0.1,0.2,0.4,0.05,0.07,-0.1,5,False,False,0.1983,0.0091,1.6562,116,11.71,3.91,4.12,0.54
2,0.3,0.1,0.2,0.4,0.05,0.07,-0.1,5,False,False,0.1983,0.0091,1.6562,116,11.71,3.91,4.12,0.54
2,0.5,0.08,0.15,0.5,0.0,0.05,-0.05,7,False,False,0.3905,0.0052,1.0924,169,2.15,2.02,5.0,0.54
2,0.3,0.1,0.2,0.4,0.0,0.07,-0.1,5,False,False,0.1983,0.0091,1.6562,116,11.71,3.91,4.12,0.54
2,0.3,0.08,0.15,0.5,0.0,0.05,-0.05,7,False,False,0.3905,0.0052,1.0924,169,2.15,2.02,5.0,0.54
2,0.5,0.08,0.25,0.5,0.05,0.1,-0.1,3,False,False,0.1143,0.0096,7.7879,245,40.24,4.09,4.31,0.54
2,0.3,0.08,0.15,0.5,0.05,0.05,-0.05,7,False,False,0.3905,0.0052,1.0924,169,2.15,2.02,5.0,0.54
2,0.5,0.08,0.25,0.5,0.0,0.1,-0.1,3,False,False,0.1143,0.0096,7.7879,245,40.24,4.09,4.31,0.54
2,0.3,0.05,0.15,0.4,0.05,0.1,-0.1,7,False,False,0.1905,0.0092,2.0531,147,7.84,2.56,5.0,0.5399
2,0.5,0.05,0.15,0.4,0.0,0.1,-0.1,7,False,False,0.1905,0.0092,2.0531,147,7.84,2.56,5.0,0.5399
2,0.5,0.05,0.15,0.4,0.05,0.1,-0.1,7,False,False,0.1905,0.0092,2.0531,147,7.84,2.56,5.0,0.5399
2,0.3,0.05,0.15,0.4,0.0,0.1,-0.1,7,False,False,0.1905,0.0092,2.0531,147,7.84,2.56,5.0,0.5399
2,0.3,0.1,0.2,0.4,0.0,0.1,-0.1,3,False,False,0.1379,0.011,2.2478,116,28.65,4.35,4.55,0.5398
3,0.5,0.08,0.25,0.5,0.05,0.05,-0.07,5,False,False,0.3269,0.0068,0.372,52,3.61,2.95,5.0,0.5398
2,0.5,0.1,0.2,0.4,0.05,0.1,-0.1,3,False,False,0.1379,0.011,2.2478,116,28.65,4.35,4.55,0.5398
2,0.3,0.1,0.25,0.5,0.0,0.05,-0.05,5,False,False,0.3158,0.0053,1.4137,190,3.29,2.33,5.0,0.5398
2,0.5,0.1,0.2,0.4,0.0,0.1,-0.1,3,False,False,0.1379,0.011,2.2478,116,28.65,4.35,4.55,0.5398
3,0.5,0.08,0.25,0.5,0.0,0.05,-0.07,5,False,False,0.3269,0.0068,0.372,52,3.61,2.95,5.0,0.5398
2,0.3,0.1,0.25,0.5,0.05,0.05,-0.05,5,False,False,0.3158,0.0053,1.4137,190,3.29,2.33,5.0,0.5398
2,0.3,0.1,0.2,0.4,0.05,0.1,-0.1,3,False,False,0.1379,0.011,2.2478,116,28.65,4.35,4.55,0.5398
2,0.3,0.1,0.2,0.4,0.0,0.05,-0.05,3,False,False,0.2155,0.0055,0.8085,116,7.39,3.06,5.0,0.5396
2,0.5,0.1,0.2,0.4,0.05,0.05,-0.05,3,False,False,0.2155,0.0055,0.8085,116,7.39,3.06,5.0,0.5396
2,0.5,0.1,0.2,0.4,0.0,0.05,-0.05,3,False,False,0.2155,0.0055,0.8085,116,7.39,3.06,5.0,0.5396
2,0.3,0.1,0.2,0.4,0.05,0.05,-0.05,3,False,False,0.2155,0.0055,0.8085,116,7.39,3.06,5.0,0.5396
2,0.3,0.1,0.25,0.4,0.05,0.07,-0.1,3,False,False,0.1691,0.0093,2.294,136,22.4,4.65,3.85,0.5389
2,0.3,0.1,0.25,0.4,0.0,0.07,-0.1,3,False,False,0.1691,0.0093,2.294,136,22.4,4.65,3.85,0.5389
2,0.5,0.1,0.25,0.4,0.0,0.07,-0.1,3,False,False,0.1691,0.0093,2.294,136,22.4,4.65,3.85,0.5389
2,0.5,0.1,0.25,0.4,0.05,0.07,-0.1,3,False,False,0.1691,0.0093,2.294,136,22.4,4.65,3.85,0.5389
3,0.3,0.05,0.25,0.5,0.05,0.05,-0.1,5,False,False,0.3214,0.0076,0.464,56,4.14,3.16,4.42,0.5388
3,0.3,0.05,0.25,0.5,0.0,0.05,-0.1,5,False,False,0.3214,0.0076,0.464,56,4.14,3.16,4.42,0.5388
2,0.5,0.08,0.25,0.3,0.05,0.1,-0.07,7,False,False,0.1566,0.0118,1.4053,83,15.83,3.8,5.0,0.5387
2,0.5,0.08,0.25,0.3,0.0,0.1,-0.07,7,False,False,0.1566,0.0118,1.4053,83,15.83,3.8,5.0,0.5387
2,0.3,0.08,0.25,0.3,0.05,0.1,-0.07,7,False,False,0.1566,0.0118,1.4053,83,15.83,3.8,5.0,0.5387
2,0.3,0.08,0.25,0.3,0.0,0.1,-0.07,7,False,False,0.1566,0.0118,1.4053,83,15.83,3.8,5.0,0.5387
2,0.3,0.08,0.25,0.5,0.0,0.1,-0.1,3,False,False,0.1134,0.0095,7.7879,247,40.61,4.07,4.27,0.5384
2,0.3,0.08,0.25,0.5,0.05,0.1,-0.1,3,False,False,0.1134,0.0095,7.7879,247,40.61,4.07,4.27,0.5384
2,0.3,0.1,0.25,0.5,0.0,0.07,-0.07,5,False,False,0.2158,0.0066,2.0127,190,6.51,2.62,5.0,0.538
2,0.3,0.1,0.25,0.5,0.05,0.07,-0.07,5,False,False,0.2158,0.0066,2.0127,190,6.51,2.62,5.0,0.538
2,0.5,0.08,0.12,0.4,0.0,0.07,-0.1,3,False,False,0.1912,0.0113,1.079,68,28.12,5.76,5.0,0.5376
2,0.3,0.08,0.12,0.4,0.0,0.07,-0.1,3,False,False,0.1912,0.0113,1.079,68,28.12,5.76,5.0,0.5376
2,0.5,0.08,0.12,0.4,0.05,0.07,-0.1,3,False,False,0.1912,0.0113,1.079,68,28.12,5.76,5.0,0.5376
2,0.3,0.08,0.12,0.4,0.05,0.07,-0.1,3,False,False,0.1912,0.0113,1.079,68,28.12,5.76,5.0,0.5376
2,0.3,0.08,0.2,0.3,0.0,0.1,-0.1,7,False,False,0.1549,0.0129,1.2867,71,20.56,4.15,5.0,0.5375
2,0.3,0.08,0.2,0.3,0.05,0.1,-0.1,7,False,False,0.1549,0.0129,1.2867,71,20.56,4.15,5.0,0.5375
2,0.5,0.08,0.2,0.3,0.05,0.1,-0.1,7,False,False,0.1549,0.0129,1.2867,71,20.56,4.15,5.0,0.5375
2,0.5,0.08,0.2,0.3,0.0,0.1,-0.1,7,False,False,0.1549,0.0129,1.2867,71,20.56,4.15,5.0,0.5375
2,0.3,0.08,0.15,0.5,0.0,0.1,-0.1,3,False,False,0.1006,0.0087,2.9114,169,47.69,3.85,4.7,0.5374
2,0.5,0.08,0.15,0.5,0.05,0.1,-0.1,3,False,False,0.1006,0.0087,2.9114,169,47.69,3.85,4.7,0.5374
2,0.5,0.08,0.15,0.5,0.0,0.1,-0.1,3,False,False,0.1006,0.0087,2.9114,169,47.69,3.85,4.7,0.5374
2,0.3,0.08,0.15,0.5,0.05,0.1,-0.1,3,False,False,0.1006,0.0087,2.9114,169,47.69,3.85,4.7,0.5374
2,0.5,0.08,0.15,0.4,0.0,0.1,-0.1,5,False,False,0.1273,0.0104,1.8065,110,24.56,3.7,5.0,0.537
2,0.3,0.08,0.15,0.4,0.0,0.1,-0.1,5,False,False,0.1273,0.0104,1.8065,110,24.56,3.7,5.0,0.537
2,0.5,0.08,0.15,0.4,0.05,0.1,-0.1,5,False,False,0.1273,0.0104,1.8065,110,24.56,3.7,5.0,0.537
2,0.3,0.08,0.15,0.4,0.05,0.1,-0.1,5,False,False,0.1273,0.0104,1.8065,110,24.56,3.7,5.0,0.537
2,0.3,0.05,0.25,0.4,0.05,0.05,-0.07,3,False,False,0.2367,0.0053,1.7021,207,5.85,2.6,5.0,0.5354
2,0.3,0.05,0.25,0.4,0.0,0.05,-0.07,3,False,False,0.2367,0.0053,1.7021,207,5.85,2.6,5.0,0.5354
2,0.5,0.05,0.25,0.4,0.0,0.05,-0.07,3,False,False,0.2367,0.0053,1.7021,207,5.85,2.6,5.0,0.5354
2,0.5,0.05,0.25,0.4,0.05,0.05,-0.07,3,False,False,0.2367,0.0053,1.7021,207,5.85,2.6,5.0,0.5354
2,0.5,0.1,0.15,0.4,0.05,0.05,-0.1,5,False,False,0.2632,0.0082,0.7858,76,7.9,4.16,4.39,0.535
2,0.5,0.1,0.15,0.4,0.0,0.05,-0.1,5,False,False,0.2632,0.0082,0.7858,76,7.9,4.16,4.39,0.535
2,0.3,0.1,0.15,0.4,0.05,0.05,-0.1,5,False,False,0.2632,0.0082,0.7858,76,7.9,4.16,4.39,0.535
2,0.3,0.1,0.15,0.4,0.0,0.05,-0.1,5,False,False,0.2632,0.0082,0.7858,76,7.9,4.16,4.39,0.535
3,0.5,0.1,0.2,0.5,0.05,0.05,-0.07,5,False,False,0.3243,0.0069,0.2604,37,3.74,3.05,5.0,0.5344
3,0.5,0.1,0.2,0.5,0.0,0.05,-0.07,5,False,False,0.3243,0.0069,0.2604,37,3.74,3.05,5.0,0.5344
3,0.3,0.05,0.25,0.4,0.05,0.1,-0.1,7,False,False,0.2105,0.0128,0.5326,38,9.09,3.72,5.0,0.5341
3,0.3,0.05,0.25,0.4,0.0,0.1,-0.1,7,False,False,0.2105,0.0128,0.5326,38,9.09,3.72,5.0,0.5341
3,0.5,0.05,0.25,0.4,0.0,0.1,-0.1,7,False,False,0.2105,0.0128,0.5326,38,9.09,3.72,5.0,0.5341
3,0.3,0.08,0.25,0.4,0.05,0.1,-0.1,7,False,False,0.2105,0.0128,0.5326,38,9.09,3.72,5.0,0.5341
3,0.5,0.08,0.25,0.4,0.05,0.1,-0.1,7,False,False,0.2105,0.0128,0.5326,38,9.09,3.72,5.0,0.5341
3,0.3,0.08,0.25,0.4,0.0,0.1,-0.1,7,False,False,0.2105,0.0128,0.5326,38,9.09,3.72,5.0,0.5341
3,0.5,0.05,0.25,0.4,0.05,0.1,-0.1,7,False,False,0.2105,0.0128,0.5326,38,9.09,3.72,5.0,0.5341
3,0.5,0.08,0.25,0.4,0.0,0.1,-0.1,7,False,False,0.2105,0.0128,0.5326,38,9.09,3.72,5.0,0.5341
2,0.5,0.1,0.2,0.5,0.0,0.1,-0.1,3,False,False,0.1227,0.009,2.8062,163,25.83,3.66,4.03,0.5334
2,0.5,0.1,0.2,0.5,0.05,0.1,-0.1,3,False,False,0.1227,0.009,2.8062,163,25.83,3.66,4.03,0.5334
2,0.5,0.1,0.2,0.5,0.0,0.07,-0.07,3,False,False,0.184,0.0063,1.4896,163,8.65,2.72,5.0,0.5327
2,0.5,0.1,0.2,0.5,0.05,0.07,-0.07,3,False,False,0.184,0.0063,1.4896,163,8.65,2.72,5.0,0.5327
2,0.5,0.08,0.15,0.3,0.0,0.07,-0.05,7,False,False,0.2642,0.0082,0.4769,53,5.12,3.19,5.0,0.5325
2,0.3,0.08,0.15,0.3,0.05,0.07,-0.05,7,False,False,0.2642,0.0082,0.4769,53,5.12,3.19,5.0,0.5325
2,0.3,0.08,0.15,0.3,0.0,0.07,-0.05,7,False,False,0.2642,0.0082,0.4769,53,5.12,3.19,5.0,0.5325
2,0.5,0.08,0.15,0.3,0.05,0.07,-0.05,7,False,False,0.2642,0.0082,0.4769,53,5.12,3.19,5.0,0.5325
3,0.3,0.05,0.25,0.5,0.0,0.05,-0.05,7,False,False,0.375,0.0063,0.3677,56,2.57,2.66,5.0,0.5322
3,0.3,0.05,0.25,0.5,0.05,0.05,-0.05,7,False,False,0.375,0.0063,0.3677,56,2.57,2.66,5.0,0.5322
3,0.5,0.1,0.25,0.5,0.05,0.05,-0.05,5,False,False,0.3137,0.0063,0.3371,51,3.74,2.96,5.0,0.5322
3,0.5,0.1,0.25,0.5,0.0,0.05,-0.05,5,False,False,0.3137,0.0063,0.3371,51,3.74,2.96,5.0,0.5322
2,0.5,0.08,0.2,0.3,0.0,0.05,-0.05,7,False,False,0.3239,0.006,0.4702,71,3.42,2.77,5.0,0.5317
2,0.5,0.08,0.2,0.3,0.05,0.05,-0.05,7,False,False,0.3239,0.006,0.4702,71,3.42,2.77,5.0,0.5317
2,0.3,0.08,0.2,0.3,0.0,0.05,-0.05,7,False,False,0.3239,0.006,0.4702,71,3.42,2.77,5.0,0.5317
2,0.3,0.08,0.2,0.3,0.05,0.05,-0.05,7,False,False,0.3239,0.006,0.4702,71,3.42,2.77,5.0,0.5317
2,0.3,0.05,0.25,0.3,0.05,0.05,-0.07,5,False,False,0.2737,0.0094,1.3348,95,9.22,5.2,3.0,0.5316
2,0.5,0.05,0.25,0.3,0.05,0.05,-0.07,5,False,False,0.2737,0.0094,1.3348,95,9.22,5.2,3.0,0.5316
2,0.5,0.05,0.25,0.3,0.0,0.05,-0.07,5,False,False,0.2737,0.0094,1.3348,95,9.22,5.2,3.0,0.5316
2,0.3,0.05,0.25,0.3,0.0,0.05,-0.07,5,False,False,0.2737,0.0094,1.3348,95,9.22,5.2,3.0,0.5316
2,0.5,0.05,0.12,0.4,0.05,0.07,-0.1,3,False,False,0.1714,0.0087,1.3457,105,17.79,4.22,4.68,0.5315
2,0.3,0.05,0.12,0.4,0.05,0.07,-0.1,3,False,False,0.1714,0.0087,1.3457,105,17.79,4.22,4.68,0.5315
2,0.5,0.05,0.12,0.4,0.0,0.07,-0.1,3,False,False,0.1714,0.0087,1.3457,105,17.79,4.22,4.68,0.5315
2,0.3,0.05,0.12,0.4,0.0,0.07,-0.1,3,False,False,0.1714,0.0087,1.3457,105,17.79,4.22,4.68,0.5315
2,0.3,0.1,0.2,0.5,0.05,0.1,-0.1,3,False,False,0.1212,0.0089,2.8062,165,26.19,3.64,3.99,0.5312
2,0.3,0.1,0.2,0.5,0.0,0.1,-0.1,3,False,False,0.1212,0.0089,2.8062,165,26.19,3.64,3.99,0.5312
2,0.3,0.05,0.12,0.5,0.0,0.1,-0.1,3,False,False,0.1027,0.0079,2.7835,185,31.55,3.3,4.6,0.5307
2,0.3,0.05,0.12,0.5,0.05,0.1,-0.1,3,False,False,0.1027,0.0079,2.7835,185,31.55,3.3,4.6,0.5307
2,0.5,0.05,0.12,0.5,0.05,0.1,-0.1,3,False,False,0.1027,0.0079,2.7835,185,31.55,3.3,4.6,0.5307
2,0.5,0.05,0.12,0.5,0.0,0.1,-0.1,3,False,False,0.1027,0.0079,2.7835,185,31.55,3.3,4.6,0.5307
2,0.5,0.1,0.25,0.5,0.0,0.05,-0.05,5,False,False,0.3138,0.0051,1.3032,188,3.27,2.24,5.0,0.5302
3,0.5,0.1,0.25,0.4,0.0,0.05,-0.05,5,False,False,0.2973,0.0077,0.3063,37,5.15,3.98,5.0,0.5302
2,0.5,0.1,0.25,0.5,0.05,0.05,-0.05,5,False,False,0.3138,0.0051,1.3032,188,3.27,2.24,5.0,0.5302
3,0.5,0.1,0.25,0.4,0.05,0.05,-0.05,5,False,False,0.2973,0.0077,0.3063,37,5.15,3.98,5.0,0.5302
3,0.3,0.1,0.25,0.4,0.05,0.05,-0.05,5,False,False,0.2973,0.0077,0.3063,37,5.15,3.98,5.0,0.5302
3,0.3,0.1,0.25,0.4,0.0,0.05,-0.05,5,False,False,0.2973,0.0077,0.3063,37,5.15,3.98,5.0,0.5302
2,0.3,0.08,0.2,0.4,0.0,0.05,-0.05,7,False,False,0.3533,0.0051,0.9108,150,2.59,2.07,5.0,0.53
2,0.5,0.08,0.2,0.4,0.0,0.05,-0.05,7,False,False,0.3533,0.0051,0.9108,150,2.59,2.07,5.0,0.53
2,0.3,0.1,0.2,0.5,0.0,0.07,-0.07,3,False,False,0.1818,0.0062,1.4896,165,8.78,2.7,5.0,0.53
2,0.5,0.08,0.2,0.4,0.05,0.05,-0.05,7,False,False,0.3533,0.0051,0.9108,150,2.59,2.07,5.0,0.53
2,0.3,0.1,0.2,0.5,0.05,0.07,-0.07,3,False,False,0.1818,0.0062,1.4896,165,8.78,2.7,5.0,0.53
2,0.3,0.08,0.2,0.4,0.05,0.05,-0.05,7,False,False,0.3533,0.0051,0.9108,150,2.59,2.07,5.0,0.53
2,0.5,0.05,0.25,0.3,0.05,0.07,-0.05,7,False,False,0.2737,0.0072,0.812,95,4.31,2.67,5.0,0.5298
2,0.3,0.05,0.25,0.3,0.0,0.07,-0.05,7,False,False,0.2737,0.0072,0.812,95,4.31,2.67,5.0,0.5298
2,0.3,0.05,0.25,0.3,0.05,0.07,-0.05,7,False,False,0.2737,0.0072,0.812,95,4.31,2.67,5.0,0.5298
2,0.5,0.05,0.25,0.3,0.0,0.07,-0.05,7,False,False,0.2737,0.0072,0.812,95,4.31,2.67,5.0,0.5298
2,0.5,0.08,0.25,0.5,0.05,0.07,-0.07,5,False,False,0.2286,0.0065,2.9821,245,5.72,2.47,5.0,0.5295
2,0.5,0.08,0.25,0.5,0.0,0.07,-0.07,5,False,False,0.2286,0.0065,2.9821,245,5.72,2.47,5.0,0.5295
2,0.5,0.1,0.25,0.5,0.0,0.1,-0.1,3,False,False,0.117,0.0088,3.5886,188,29.9,3.74,3.97,0.5291
2,0.5,0.1,0.25,0.5,0.05,0.1,-0.1,3,False,False,0.117,0.0088,3.5886,188,29.9,3.74,3.97,0.5291
2,0.3,0.1,0.2,0.4,0.05,0.05,-0.1,3,False,False,0.2241,0.0082,1.4699,116,12.76,4.58,3.41,0.5289
2,0.3,0.1,0.2,0.4,0.0,0.05,-0.1,3,False,False,0.2241,0.0082,1.4699,116,12.76,4.58,3.41,0.5289
2,0.5,0.1,0.2,0.4,0.05,0.05,-0.1,3,False,False,0.2241,0.0082,1.4699,116,12.76,4.58,3.41,0.5289
2,0.5,0.1,0.2,0.4,0.0,0.05,-0.1,3,False,False,0.2241,0.0082,1.4699,116,12.76,4.58,3.41,0.5289
3,0.3,0.1,0.25,0.4,0.05,0.05,-0.07,5,False,False,0.2973,0.0075,0.2926,37,4.99,3.63,5.0,0.5288
2,0.3,0.08,0.15,0.4,0.0,0.05,-0.07,5,False,False,0.2909,0.0057,0.7472,110,4.12,2.59,5.0,0.5288
3,0.5,0.1,0.25,0.4,0.0,0.05,-0.07,5,False,False,0.2973,0.0075,0.2926,37,4.99,3.63,5.0,0.5288
3,0.5,0.1,0.25,0.4,0.05,0.05,-0.07,5,False,False,0.2973,0.0075,0.2926,37,4.99,3.63,5.0,0.5288
2,0.5,0.08,0.15,0.4,0.0,0.05,-0.07,5,False,False,0.2909,0.0057,0.7472,110,4.12,2.59,5.0,0.5288
3,0.3,0.1,0.25,0.4,0.0,0.05,-0.07,5,False,False,0.2973,0.0075,0.2926,37,4.99,3.63,5.0,0.5288
2,0.3,0.08,0.15,0.4,0.05,0.05,-0.07,5,False,False,0.2909,0.0057,0.7472,110,4.12,2.59,5.0,0.5288
2,0.5,0.08,0.15,0.4,0.05,0.05,-0.07,5,False,False,0.2909,0.0057,0.7472,110,4.12,2.59,5.0,0.5288
2,0.3,0.05,0.25,0.3,0.05,0.07,-0.1,5,False,False,0.2105,0.0122,2.0148,95,25.05,5.98,3.0,0.5284
2,0.3,0.05,0.25,0.3,0.0,0.07,-0.1,5,False,False,0.2105,0.0122,2.0148,95,25.05,5.98,3.0,0.5284
2,0.5,0.05,0.25,0.3,0.0,0.07,-0.1,5,False,False,0.2105,0.0122,2.0148,95,25.05,5.98,3.0,0.5284
2,0.5,0.05,0.25,0.3,0.05,0.07,-0.1,5,False,False,0.2105,0.0122,2.0148,95,25.05,5.98,3.0,0.5284
3,0.5,0.1,0.25,0.5,0.0,0.1,-0.1,7,False,False,0.1961,0.0113,0.6591,51,9.47,3.41,5.0,0.5283
3,0.5,0.1,0.25,0.5,0.05,0.1,-0.1,7,False,False,0.1961,0.0113,0.6591,51,9.47,3.41,5.0,0.5283
2,0.3,0.1,0.2,0.3,0.0,0.07,-0.07,7,False,False,0.2679,0.0131,0.9888,56,9.68,5.47,3.0,0.5282
2,0.5,0.1,0.2,0.3,0.05,0.07,-0.07,7,False,False,0.2679,0.0131,0.9888,56,9.68,5.47,3.0,0.5282
2,0.5,0.1,0.2,0.3,0.0,0.07,-0.07,7,False,False,0.2679,0.0131,0.9888,56,9.68,5.47,3.0,0.5282
2,0.3,0.1,0.2,0.3,0.05,0.07,-0.07,7,False,False,0.2679,0.0131,0.9888,56,9.68,5.47,3.0,0.5282
3,0.3,0.1,0.25,0.4,0.0,0.1,-0.07,7,False,False,0.2162,0.0117,0.458,37,7.6,3.42,5.0,0.5281
3,0.5,0.1,0.25,0.4,0.0,0.1,-0.07,7,False,False,0.2162,0.0117,0.458,37,7.6,3.42,5.0,0.5281
3,0.5,0.1,0.25,0.4,0.05,0.1,-0.07,7,False,False,0.2162,0.0117,0.458,37,7.6,3.42,5.0,0.5281
3,0.3,0.1,0.25,0.4,0.05,0.1,-0.07,7,False,False,0.2162,0.0117,0.458,37,7.6,3.42,5.0,0.5281
2,0.3,0.08,0.25,0.5,0.05,0.07,-0.07,5,False,False,0.2267,0.0065,2.9821,247,5.78,2.46,5.0,0.5277
2,0.5,0.08,0.2,0.5,0.0,0.07,-0.07,7,False,False,0.2773,0.0067,2.3751,220,3.98,2.23,5.0,0.5277
2,0.5,0.08,0.2,0.5,0.05,0.07,-0.07,7,False,False,0.2773,0.0067,2.3751,220,3.98,2.23,5.0,0.5277
2,0.3,0.08,0.25,0.5,0.0,0.07,-0.07,5,False,False,0.2267,0.0065,2.9821,247,5.78,2.46,5.0,0.5277
2,0.3,0.08,0.2,0.4,0.0,0.05,-0.05,3,False,False,0.2333,0.0049,0.947,150,5.7,2.56,5.0,0.5276
3,0.5,0.1,0.25,0.4,0.05,0.1,-0.05,7,False,False,0.2162,0.0116,0.4591,37,7.54,3.51,5.0,0.5276
2,0.3,0.08,0.2,0.4,0.05,0.05,-0.05,3,False,False,0.2333,0.0049,0.947,150,5.7,2.56,5.0,0.5276
2,0.5,0.08,0.2,0.4,0.05,0.05,-0.05,3,False,False,0.2333,0.0049,0.947,150,5.7,2.56,5.0,0.5276
3,0.3,0.1,0.25,0.4,0.0,0.1,-0.05,7,False,False,0.2162,0.0116,0.4591,37,7.54,3.51,5.0,0.5276
3,0.3,0.1,0.25,0.4,0.05,0.1,-0.05,7,False,False,0.2162,0.0116,0.4591,37,7.54,3.51,5.0,0.5276
3,0.5,0.1,0.25,0.4,0.0,0.1,-0.05,7,False,False,0.2162,0.0116,0.4591,37,7.54,3.51,5.0,0.5276
2,0.5,0.08,0.2,0.4,0.0,0.05,-0.05,3,False,False,0.2333,0.0049,0.947,150,5.7,2.56,5.0,0.5276
2,0.5,0.08,0.15,0.3,0.05,0.05,-0.07,7,False,False,0.3396,0.0095,0.5997,53,4.66,4.39,3.0,0.5275
2,0.5,0.08,0.15,0.3,0.0,0.05,-0.07,7,False,False,0.3396,0.0095,0.5997,53,4.66,4.39,3.0,0.5275
2,0.3,0.08,0.15,0.4,0.0,0.05,-0.07,3,False,False,0.2273,0.0054,0.7151,110,6.69,2.87,5.0,0.5275
2,0.3,0.08,0.15,0.3,0.0,0.05,-0.07,7,False,False,0.3396,0.0095,0.5997,53,4.66,4.39,3.0,0.5275
2,0.5,0.08,0.15,0.4,0.0,0.05,-0.07,3,False,False,0.2273,0.0054,0.7151,110,6.69,2.87,5.0,0.5275
