trigger_date,stock_code,trigger_price,highest_price,pullback_ratio,limit_series_len,return,hold_days_actual,exit_reason,return_bin
20250808,601399.SS,3.380000114440918,4.090000152587891,0.1735941348798557,3,-0.023668686217741874,7,到期,-3%~0%
20260313,605178.SS,67.79000091552734,74.77999877929688,0.09347416391914597,2,0.05,5,止盈,+3%~+5%
20260401,003041.SZ,52.790000915527344,69.8499984741211,0.24423762249492895,2,-0.020268984206618823,7,到期,-3%~0%
20251202,600327.SS,5.340000152587891,6.139999866485596,0.13029311584588157,2,0.05,6,止盈,+3%~+5%
20250212,600981.SS,2.660856246948242,2.9598288536071777,0.1010100993827985,2,-0.0037452824440613597,7,到期,-3%~0%
20250312,002272.SZ,10.829999923706056,12.06999969482422,0.10273403500166556,2,0.05,3,止盈,+3%~+5%
20260324,300265.SZ,18.280000686645508,21.459999084472656,0.1481825970872492,2,0.05,5,止盈,+3%~+5%
20250312,301003.SZ,27.824119567871097,31.74393844604492,0.12348243696466102,2,-0.04966214354244902,7,到期,-7%~-3%
20251125,003018.SZ,15.40999984741211,16.889999389648438,0.08762579015505424,2,0.05,1,止盈,+3%~+5%
20250312,601921.SS,7.919222354888916,9.185155868530272,0.13782384662394623,2,-0.03725945131968911,7,到期,-7%~-3%
20250808,600815.SS,2.890000104904175,3.3399999141693115,0.13473048527818773,2,-0.02076130761943673,7,到期,-3%~0%
20260413,600032.SS,9.789999961853027,13.020000457763672,0.2480799064783929,3,0.05,6,止盈,+3%~+5%
20250220,301512.SZ,48.55964279174805,53.481964111328125,0.09203703344427978,2,0.05,1,止盈,+3%~+5%
20251202,002593.SZ,6.150000095367432,7.289999961853027,0.15637858332660703,2,0.05,2,止盈,+3%~+5%
20250804,603048.SS,19.267730712890625,21.06893539428711,0.08549101545419734,2,0.012415955905062948,7,到期,0~+3%
20250722,600319.SS,6.909999847412109,7.900000095367432,0.1253164855701533,3,-0.01447176654714688,7,到期,-3%~0%
20250417,001336.SZ,18.375038146972656,23.80808941872542,0.22820190130332704,2,0.05,4,止盈,+3%~+5%
20260112,001336.SZ,26.079999923706055,31.850000381469727,0.18116170765010878,3,0.021472372223182434,7,到期,0~+3%
20250520,000601.SZ,5.909999847412109,6.940000057220459,0.14841501459884357,2,-0.1,2,止损,<=-7%
20250912,000877.SZ,6.570000171661377,7.239999771118164,0.09254138406599847,2,-0.03348558010359637,7,到期,-7%~-3%
20260106,001255.SZ,35.81999969482422,41.209999084472656,0.13079348481905967,3,0.05,4,止盈,+3%~+5%
20251112,003038.SZ,16.989999771118164,19.729999542236328,0.1388748015554994,2,-0.08416712011570271,7,到期,<=-7%
20260129,603882.SS,31.99002456665039,36.01673889160156,0.11180119158123245,2,0.004062965471113511,7,到期,0~+3%
20260224,000737.SZ,16.90999984741211,20.56999969482422,0.17792901807057543,2,0.05,1,止盈,+3%~+5%
20250529,002331.SZ,7.989544868469238,9.06544303894043,0.118681256486825,2,-0.022443956505676765,7,到期,-3%~0%
20250903,600503.SS,3.259999990463257,3.5899999141693115,0.09192198651693094,2,0.05,3,止盈,+3%~+5%
20251203,600403.SS,9.199999809265137,11.149999618530272,0.17488788125377286,2,-0.1,1,止损,<=-7%
